date,precipitation,temp_mean,temp_highest,temp_lowest,PM10,PM2.5,humidity,sunshine_sum,sunshine_rate,wind_mean,wind_max,rental
2020-03-08,,9.3,16.9,2.3,52.0,40.0,43.8,10.7,91.5,1.6,4.6, 54245 
2020-03-09,,11.1,17.6,4.8,53.0,39.0,37.6,7.1,60.7,1.8,4.5, 53020 
2020-03-10,11.8,6.4,10.8,3.2,41.0,32.0,78.4,0.0,0.0,2.8,5.3, 10606 
2020-03-11,,3.8,8.3,0.0,32.0,15.0,41.8,11.2,94.9,3.3,5.5, 45245 
2020-03-12,,6.8,13.3,0.2,33.0,14.0,49.8,8.1,68.6,2.5,5.4, 50094 
2020-03-13,0.5,4.9,8.7,-0.1,30.0,13.0,41.0,9.7,81.5,3.3,5.4, 43554 
2020-03-14,,3.6,8.6,-2.7,35.0,19.0,48.1,10.0,84.0,3.0,6.8, 42569 
2020-03-15,,4.0,8.5,0.2,40.0,19.0,48.3,8.5,71.4,3.6,7.8, 33215 
2020-03-16,,3.6,9.1,-2.1,23.0,14.0,42.4,11.3,94.2,2.8,5.2, 42441 
2020-03-17,,6.6,12.3,3.1,46.0,22.0,65.8,4.2,35.0,2.1,5.2, 47241 
2020-03-18,,10.0,17.0,2.7,64.0,38.0,45.8,11.1,91.7,1.8,4.4, 62119 
2020-03-19,0.0,9.1,12.1,5.8,56.0,26.0,49.0,7.7,63.6,4.8,8.2, 24256 
2020-03-20,,8.8,14.0,3.1,38.0,10.0,39.6,11.0,90.9,3.1,6.6, 53839 
2020-03-21,,12.8,19.5,7.9,53.0,17.0,56.5,6.1,50.0,2.0,5.1, 63759 
2020-03-22,,11.0,16.5,6.1,41.0,17.0,37.5,11.6,95.1,3.0,5.6, 64436 
2020-03-23,,10.6,17.0,5.4,46.0,28.0,37.9,11.5,93.5,1.9,4.8, 63686 
2020-03-24,,11.4,17.9,5.3,55.0,35.0,35.0,11.5,93.5,1.8,4.0, 69998 
2020-03-25,,12.5,19.2,6.1,47.0,31.0,33.6,9.2,74.2,1.9,5.3, 73460 
2020-03-26,1.8,14.8,20.6,8.1,51.0,32.0,53.8,4.3,34.7,1.9,5.3, 47633 
2020-03-27,2.0,11.9,15.8,6.7,41.0,21.0,56.4,7.4,59.7,3.3,5.8, 60183 
2020-03-28,,7.7,12.8,4.5,29.0,8.0,17.9,9.1,72.8,3.2,5.5, 64677 
2020-03-29,,8.7,16.1,1.3,38.0,17.0,30.6,11.6,92.8,2.0,4.6, 68430 
2020-03-30,,10.2,16.9,4.3,51.0,28.0,38.4,11.7,93.6,1.8,4.1, 69293 
2020-03-31,,11.9,18.6,4.7,47.0,27.0,34.5,10.0,79.4,2.0,4.4, 74621 
2020-04-01,,11.3,17.4,6.0,64.0,30.0,35.6,8.6,68.3,3.7,7.3, 70258 
2020-04-02,,9.3,15.5,3.4,40.0,27.0,41.4,10.6,83.5,2.3,5.5, 72129 
2020-04-03,,10.0,16.3,5.3,55.0,32.0,53.8,10.7,84.3,2.7,5.7, 74856 
2020-04-04,,8.9,13.3,5.0,67.0,29.0,36.4,10.4,81.3,3.4,6.3, 66405 
2020-04-05,,7.2,13.7,1.9,43.0,23.0,29.5,12.1,94.5,2.8,5.4, 64111 
2020-04-06,,9.3,16.1,2.9,54.0,24.0,38.3,11.4,89.1,2.4,5.9, 68414 
2020-04-07,,10.6,16.8,6.0,55.0,26.0,56.6,9.0,69.8,2.5,5.1, 73685 
2020-04-08,,9.4,14.2,5.2,40.0,20.0,25.5,12.3,95.3,3.5,5.9, 72863 
2020-04-09,,8.9,14.7,4.3,44.0,25.0,44.6,11.8,91.5,2.8,5.7, 73382 
2020-04-10,,10.7,16.8,5.8,40.0,25.0,52.6,9.2,70.8,2.4,4.1, 75021 
2020-04-11,,9.9,16.0,6.2,38.0,23.0,63.8,8.8,67.7,2.5,4.9, 75637 
2020-04-12,,9.9,15.6,4.4,31.0,21.0,58.6,8.3,63.4,3.8,7.4, 63335 
2020-04-13,,12.4,20.4,4.3,20.0,12.0,39.4,12.2,93.1,3.1,5.5, 77604 
2020-04-14,,13.0,19.6,7.6,49.0,29.0,46.8,12.1,92.4,2.4,5.3, 83798 
2020-04-15,,13.2,20.2,7.2,60.0,38.0,39.8,10.0,75.8,2.2,5.6, 89789 
2020-04-16,,16.0,23.8,8.9,50.0,30.0,39.9,10.6,80.3,2.3,4.5, 83970 
2020-04-17,6.5,12.5,15.4,10.4,40.0,21.0,77.8,0.3,2.3,2.4,4.8, 35656 
2020-04-18,,13.5,19.6,8.5,26.0,13.0,67.9,10.4,78.2,2.6,4.8, 92829 
2020-04-19,10.3,12.3,15.5,9.5,25.0,16.0,75.8,0.3,2.3,2.7,5.2, 29375 
2020-04-20,0.1,10.0,13.1,7.6,14.0,9.0,73.0,1.3,9.7,3.3,6.8, 56129 
2020-04-21,,7.4,10.4,4.8,32.0,11.0,49.0,10.1,75.4,4.4,8.9, 58746 
2020-04-22,0.0,6.0,8.3,4.1,77.0,11.0,46.8,5.3,39.6,4.0,6.4, 51337 
2020-04-23,,7.9,12.8,2.9,41.0,13.0,47.8,11.8,87.4,3.7,7.9, 64765 
2020-04-24,,9.9,14.3,4.1,37.0,13.0,55.6,12.0,88.9,3.9,8.2, 72883 
2020-04-25,,13.1,17.1,9.9,55.0,22.0,54.4,8.5,62.5,3.9,7.8, 78419 
2020-04-26,,12.3,19.0,6.8,28.0,14.0,43.1,12.5,91.9,3.2,6.5, 82600 
2020-04-27,,12.9,18.3,8.7,31.0,17.0,49.8,9.7,71.3,2.8,5.5, 77149 
2020-04-28,,13.9,19.9,7.8,34.0,19.0,50.0,12.6,92.0,3.0,5.5, 86541 
2020-04-29,,14.9,21.0,9.3,44.0,25.0,48.6,12.2,89.1,2.6,5.2, 88827 
2020-04-30,,17.1,23.4,9.3,35.0,18.0,57.1,8.2,59.9,2.7,5.9, 96877 
2020-05-01,,20.2,26.2,16.4,52.0,31.0,73.6,6.1,44.2,2.7,5.5, 93249 
2020-05-02,0.0,20.3,23.9,18.0,48.0,28.0,79.6,0.2,1.4,2.3,4.6, 88508 
2020-05-03,0.0,21.8,27.4,17.0,28.0,17.0,68.8,5.9,42.8,2.0,3.9, 89287 
2020-05-04,,20.2,25.3,14.8,32.0,17.0,63.9,10.1,72.7,2.7,4.6, 93579 
2020-05-05,,16.0,19.3,13.1,33.0,17.0,67.9,3.3,23.7,1.9,5.3, 88219 
2020-05-06,,19.4,27.6,11.1,30.0,15.0,50.0,12.8,92.1,2.1,4.4, 88561 
2020-05-07,,20.7,26.5,14.9,24.0,12.0,32.5,8.7,62.1,2.5,4.3, 90645 
2020-05-08,2.3,19.9,27.3,14.3,25.0,12.0,32.8,7.5,53.6,2.4,4.5, 63474 
2020-05-09,24.4,14.2,16.8,12.7,14.0,7.0,94.4,0.0,0.0,3.6,5.9, 7600 
2020-05-10,1.3,14.4,16.6,12.8,27.0,18.0,88.6,0.4,2.8,2.5,4.1, 65932 
2020-05-11,3.4,16.5,22.0,12.4,97.0,24.0,61.0,7.2,51.1,3.0,5.6, 76042 
2020-05-12,0.7,14.3,18.9,10.5,39.0,12.0,69.4,5.0,35.5,2.9,5.4, 78200 
2020-05-13,,16.1,21.8,10.2,33.0,13.0,47.3,13.0,92.2,2.8,6.5, 89183 
2020-05-14,,19.3,25.4,12.4,37.0,14.0,35.4,6.6,46.5,2.0,4.3, 89149 
2020-05-15,12.0,16.1,20.2,14.1,38.0,12.0,81.4,0.0,0.0,3.0,5.3, 13782 
2020-05-16,2.5,16.7,20.3,15.0,25.0,13.0,90.3,0.6,4.2,1.6,3.3, 64549 
2020-05-17,0.0,19.1,24.9,14.6,40.0,26.0,80.1,3.9,27.3,1.7,4.3, 89449 
2020-05-18,29.8,19.1,26.8,13.2,41.0,25.0,79.4,3.2,22.4,2.4,7.2, 36761 
2020-05-19,19.0,13.0,17.1,10.1,18.0,8.0,73.6,3.0,21.0,3.2,7.2, 55556 
2020-05-20,0.0,14.4,20.1,9.2,8.0,4.0,60.4,4.5,31.5,1.9,3.0, 88257 
2020-05-21,,17.4,22.9,10.9,20.0,11.0,56.1,9.4,65.3,2.1,3.3, 93930 
2020-05-22,0.0,18.5,22.7,14.8,42.0,28.0,68.5,0.7,4.9,1.9,4.9, 89317 
2020-05-23,0.0,20.1,25.0,16.6,44.0,30.0,66.1,6.8,47.2,2.2,4.7, 101256 
2020-05-24,14.5,17.1,20.2,14.3,25.0,17.0,84.8,1.1,7.6,2.9,6.5, 80357 
2020-05-25,,16.6,21.3,13.7,34.0,23.0,81.0,2.5,17.2,2.1,3.8, 92531 
2020-05-26,1.5,16.2,22.9,12.7,39.0,24.0,81.9,4.8,33.1,2.1,5.4, 68498 
2020-05-27,,17.4,23.9,11.8,22.0,14.0,68.5,13.2,91.0,2.6,5.9, 101949 
2020-05-28,0.0,18.7,23.4,14.2,30.0,20.0,62.8,8.4,57.9,1.9,3.9, 99792 
2020-05-29,,20.7,27.6,14.6,33.0,21.0,65.6,12.7,87.6,2.0,4.1, 103999 
2020-05-30,,22.6,30.0,16.5,37.0,25.0,57.3,11.3,77.4,1.9,4.3, 105172 
2020-05-31,1.0,21.2,28.0,17.6,40.0,29.0,63.0,5.0,34.2,2.3,5.7, 93547 
2020-06-01,0.4,19.7,24.5,16.6,18.0,10.0,64.3,11.5,78.8,3.4,6.2, 99930 
2020-06-02,2.0,17.9,21.8,14.8,23.0,13.0,71.0,0.2,1.4,2.2,4.1, 79833 
2020-06-03,,22.0,28.4,17.6,46.0,24.0,73.3,9.5,65.1,2.4,5.6, 103887 
2020-06-04,0.2,21.9,26.5,19.7,52.0,25.0,81.1,4.7,32.2,2.7,4.7, 97656 
2020-06-05,,23.0,28.7,18.4,43.0,23.0,69.4,8.8,59.9,1.8,3.8, 107343 
2020-06-06,,24.6,30.9,19.2,49.0,30.0,63.6,8.6,58.5,2.0,4.4, 105033 
2020-06-07,,22.7,29.2,19.2,48.0,28.0,69.4,9.2,62.6,2.3,5.1, 101848 
2020-06-08,,25.0,32.0,19.8,42.0,25.0,63.6,11.3,76.9,2.1,5.5, 103582 
2020-06-09,,26.7,32.8,20.3,52.0,25.0,51.6,12.9,87.8,2.3,4.3, 102084 
2020-06-10,6.2,25.8,32.1,22.5,48.0,26.0,63.8,5.2,35.4,2.0,6.2, 58133 
2020-06-11,0.0,26.1,31.6,21.7,31.0,19.0,68.3,8.0,54.4,2.2,4.6, 100031 
2020-06-12,,24.7,27.6,21.6,47.0,22.0,68.6,0.5,3.4,1.7,3.0, 109210 
2020-06-13,0.0,26.9,33.5,20.6,57.0,28.0,52.8,9.7,66.0,1.9,5.0, 90396 
2020-06-14,1.1,24.0,28.8,20.1,38.0,22.0,70.6,8.1,54.7,2.9,5.9, 94406 
2020-06-15,,23.0,28.6,18.2,26.0,15.0,62.3,10.1,68.2,2.8,6.3, 108320 
2020-06-16,,24.4,30.7,20.0,53.0,37.0,63.0,7.5,50.7,2.2,4.4, 106519 
2020-06-17,,24.3,30.3,20.2,51.0,33.0,58.6,5.9,39.9,2.0,4.3, 107723 
2020-06-18,,23.4,27.3,20.3,35.0,21.0,61.4,0.1,0.7,1.6,3.4, 110377 
2020-06-19,0.1,24.7,30.0,21.1,24.0,15.0,61.4,6.0,40.5,2.1,4.2, 109124 
2020-06-20,,24.9,29.7,20.7,38.0,24.0,62.6,11.7,79.1,2.1,4.6, 102333 
2020-06-21,,26.1,32.7,19.5,33.0,22.0,59.5,13.5,91.2,2.0,4.5, 95453 
2020-06-22,,28.6,35.4,21.7,40.0,24.0,50.5,13.3,89.9,2.0,4.1, 98394 
2020-06-23,0.0,27.3,31.0,23.2,40.0,24.0,53.5,5.1,34.5,1.9,3.7, 103214 
2020-06-24,37.6,22.3,26.3,19.9,34.0,21.0,83.5,0.0,0.0,2.7,5.7, 19756 
2020-06-25,13.3,21.6,23.4,20.1,13.0,8.0,91.0,0.1,0.7,2.2,4.3, 46415 
2020-06-26,2.1,21.8,25.7,19.2,23.0,14.0,82.1,3.1,20.9,3.2,5.3, 96150 
2020-06-27,0.0,24.1,29.6,20.4,25.0,17.0,70.4,7.4,50.0,2.0,5.4, 107001 
2020-06-28,,25.2,30.1,21.5,30.0,19.0,70.5,12.4,83.8,2.4,4.7, 98568 
2020-06-29,11.9,23.8,26.5,20.6,35.0,24.0,77.0,1.7,11.6,2.4,5.9, 70053 
2020-06-30,64.7,20.1,23.1,18.4,9.0,5.0,83.0,0.0,0.0,4.0,7.6, 38086 
2020-07-01,0.0,21.1,24.3,18.1,19.0,11.0,79.3,0.2,1.4,1.9,3.7, 105196 
2020-07-02,,24.2,29.8,20.4,51.0,34.0,74.5,5.4,36.7,1.9,3.4, 107842 
2020-07-03,0.1,25.5,30.6,21.6,52.0,32.0,63.5,9.6,65.3,2.6,6.1, 102753 
2020-07-04,1.6,24.2,29.5,20.4,24.0,15.0,63.9,9.5,64.6,2.1,4.4, 98488 
2020-07-05,,23.8,27.6,19.9,29.0,22.0,68.6,6.4,43.5,1.9,3.5, 104664 
2020-07-06,,25.6,30.9,21.8,24.0,18.0,66.6,5.0,34.0,2.1,4.7, 106825 
2020-07-07,0.0,24.1,28.1,22.1,17.0,11.0,75.5,4.0,27.4,2.5,4.0, 91407 
2020-07-08,,25.5,30.4,21.3,32.0,20.0,71.9,10.0,68.5,2.0,3.7, 105876 
2020-07-09,,27.5,32.9,21.8,42.0,29.0,64.6,7.7,52.7,1.7,3.6, 102828 
2020-07-10,2.2,24.5,27.7,22.7,16.0,11.0,75.0,3.1,21.2,2.8,6.6, 90880 
2020-07-11,,25.8,30.2,22.2,8.0,4.0,62.6,6.6,45.2,2.6,5.0, 103657 
2020-07-12,2.9,23.5,26.0,21.7,13.0,9.0,71.9,0.0,0.0,2.4,3.6, 57367 
2020-07-13,47.6,18.7,21.7,17.7,9.0,6.0,94.8,0.0,0.0,4.0,5.9, 4859 
2020-07-14,11.5,20.3,24.3,17.2,7.0,3.0,79.4,0.1,0.7,2.8,4.4, 85486 
2020-07-15,,23.4,28.7,18.9,13.0,6.0,63.1,9.3,64.1,2.0,3.4, 106949 
2020-07-16,,25.0,29.7,20.4,29.0,18.0,70.9,10.2,70.3,1.8,3.5, 102741 
2020-07-17,0.0,26.0,31.6,21.5,38.0,25.0,72.0,7.5,51.7,1.9,5.6, 99949 
2020-07-18,,26.1,31.0,22.8,43.0,30.0,71.6,4.3,29.7,1.6,4.0, 98309 
2020-07-19,29.1,24.0,26.6,20.6,21.0,15.0,81.6,0.0,0.0,2.7,4.3, 60804 
2020-07-20,3.6,23.8,26.6,22.4,18.0,11.0,86.3,0.0,0.0,3.7,7.0, 72291 
2020-07-21,0.0,25.0,30.5,21.4,29.0,21.0,77.0,4.0,27.8,1.6,4.2, 100825 
2020-07-22,11.5,23.7,25.7,22.6,24.0,16.0,89.3,0.0,0.0,1.6,3.4, 46448 
2020-07-23,103.1,21.1,22.6,18.5,20.0,12.0,95.5,0.0,0.0,3.6,8.3, 10739 
2020-07-24,2.9,22.5,26.8,18.7,6.0,3.0,74.3,1.0,7.0,4.6,8.7, 76995 
2020-07-25,0.0,24.3,29.0,22.3,5.0,2.0,69.3,1.9,13.3,3.1,6.1, 102498 
2020-07-26,0.0,25.4,29.6,21.6,8.0,5.0,69.3,5.6,39.2,2.0,3.3, 94802 
2020-07-27,2.2,24.3,25.5,22.9,12.0,8.0,86.4,0.0,0.0,2.2,3.2, 52922 
2020-07-28,0.4,24.4,26.4,22.7,13.0,7.0,84.8,0.0,0.0,2.0,3.1, 68214 
2020-07-29,50.1,23.7,24.9,22.6,12.0,6.0,95.8,0.0,0.0,2.0,3.4, 31724 
2020-07-30,0.1,25.3,28.4,23.4,21.0,14.0,85.5,3.0,21.3,2.1,3.8, 92468 
2020-07-31,1.5,26.2,29.6,22.8,24.0,17.0,81.9,5.0,35.5,2.0,4.6, 95705 
2020-08-01,39.1,25.3,26.9,24.3,15.0,9.0,90.9,0.0,0.0,1.7,4.9, 34998 
2020-08-02,31.4,24.9,26.4,23.5,13.0,6.0,96.3,0.0,0.0,2.3,7.5, 11491 
2020-08-03,102.6,25.0,26.3,23.9,16.0,11.0,96.3,0.0,0.0,3.0,8.3, 17575 
2020-08-04,3.9,27.0,29.4,25.0,40.0,26.0,89.3,0.4,2.9,3.5,5.7, 49378 
2020-08-05,18.5,26.5,29.1,25.5,37.0,23.0,92.1,0.1,0.7,1.9,4.6, 28751 
2020-08-06,75.7,24.1,26.0,22.9,16.0,9.0,92.8,0.2,1.4,3.3,6.5, 51456 
2020-08-07,0.0,24.3,26.1,22.6,29.0,19.0,85.3,0.0,0.0,1.8,3.3, 78071 
2020-08-08,19.1,24.2,26.1,22.7,15.0,9.0,89.5,1.8,12.9,2.3,3.7, 40020 
2020-08-09,50.3,24.9,25.8,23.7,9.0,5.0,95.4,0.0,0.0,2.6,6.8, 12384 
2020-08-10,44.6,26.5,29.5,24.7,13.0,7.0,91.6,0.2,1.4,2.0,4.3, 23519 
2020-08-11,97.0,24.6,27.3,22.4,10.0,7.0,92.5,0.5,3.6,2.2,4.7, 50974 
2020-08-12,,27.2,31.3,23.5,22.0,14.0,83.9,2.1,15.3,1.9,4.3, 78261 
2020-08-13,,28.0,30.3,26.3,26.0,13.0,82.4,0.2,1.5,2.5,4.9, 79353 
2020-08-14,0.4,27.1,28.0,26.5,32.0,19.0,86.1,0.0,0.0,3.5,5.7, 72875 
2020-08-15,69.0,26.1,27.0,25.0,41.0,28.0,96.0,0.0,0.0,1.9,5.6, 26267 
2020-08-16,,27.4,30.8,25.3,22.0,15.0,82.6,2.4,17.6,3.0,5.2, 66011 
2020-08-17,,28.2,32.2,26.1,26.0,18.0,77.9,5.8,43.0,2.3,4.1, 73368 
2020-08-18,,27.5,31.9,24.0,34.0,24.0,76.3,7.9,58.5,1.6,3.6, 82202 
2020-08-19,,27.1,31.4,23.6,43.0,31.0,76.8,9.4,69.6,2.0,4.4, 84665 
2020-08-20,,27.7,31.7,25.0,39.0,28.0,76.0,3.1,23.1,1.7,4.2, 85420 
2020-08-21,2.5,26.6,29.2,25.2,29.0,22.0,83.1,0.8,6.0,1.6,3.5, 78701 
2020-08-22,42.6,24.3,27.6,21.7,17.0,11.0,87.4,0.6,4.5,2.1,5.5, 40126 
2020-08-23,,25.3,29.9,21.5,13.0,8.0,78.4,6.8,51.1,1.9,3.9, 80594 
2020-08-24,,27.8,32.0,23.7,25.0,17.0,71.6,8.8,66.2,2.2,4.9, 90297 
2020-08-25,,29.9,34.5,26.0,32.0,25.0,69.5,7.6,57.6,2.1,4.6, 87894 
2020-08-26,0.6,30.2,34.5,27.0,28.0,18.0,68.3,7.5,56.8,3.4,6.5, 40169 
2020-08-27,8.7,27.1,28.6,25.6,21.0,12.0,84.6,0.5,3.8,3.6,7.0, 32745 
2020-08-28,13.6,27.3,29.7,26.0,23.0,16.0,89.1,2.0,15.3,1.6,4.4, 62045 
2020-08-29,13.6,26.8,29.0,25.5,17.0,11.0,90.1,1.7,13.0,1.3,4.0, 33797 
2020-08-30,42.5,26.8,30.6,24.4,14.0,11.0,88.8,2.4,18.3,2.1,4.8, 52904 
2020-08-31,0.0,26.4,30.0,23.8,13.0,4.0,77.9,1.9,14.6,2.8,4.3, 87662 
2020-09-01,0.0,26.6,29.5,23.8,20.0,8.0,72.4,1.0,7.7,1.9,3.6, 87892 
2020-09-02,33.3,24.3,26.4,22.6,16.0,9.0,91.3,0.0,0.0,2.3,4.0, 13744 
2020-09-03,29.8,22.7,25.6,20.0,15.0,6.0,82.0,2.8,21.7,4.8,9.8, 71524 
2020-09-04,,23.3,27.5,19.9,24.0,11.0,63.9,10.1,78.3,2.7,5.6, 115059 
2020-09-05,,23.3,27.3,19.2,30.0,20.0,66.6,3.3,25.8,2.0,3.5, 113253 
2020-09-06,6.4,21.7,24.4,19.5,26.0,16.0,80.0,0.0,0.0,2.7,4.8, 54125 
2020-09-07,61.0,19.2,20.6,17.5,8.0,4.0,93.5,0.0,0.0,4.2,7.9, 3144 
2020-09-08,0.0,23.4,26.5,20.6,24.0,12.0,71.5,9.5,74.8,4.2,7.0, 104606 
2020-09-09,1.3,21.1,25.3,19.0,30.0,20.0,83.4,3.1,24.4,2.1,7.6, 75412 
2020-09-10,3.9,22.8,27.0,18.8,26.0,17.0,75.8,9.0,71.4,2.0,4.2, 107150 
2020-09-11,1.2,22.4,27.1,19.2,28.0,18.0,72.6,4.5,35.7,2.8,4.9, 61474 
2020-09-12,5.7,20.2,23.2,18.1,12.0,7.0,83.8,0.0,0.0,2.0,3.9, 44703 
2020-09-13,,21.5,26.6,16.7,9.0,4.0,70.4,9.8,78.4,1.9,3.5, 118921 
2020-09-14,0.0,21.3,24.9,17.6,21.0,14.0,79.3,5.7,45.6,1.8,4.3, 106465 
2020-09-15,,23.0,27.7,18.9,35.0,23.0,76.4,5.1,41.1,1.6,3.3, 111912 
2020-09-16,0.3,22.5,24.9,21.3,26.0,17.0,79.9,0.3,2.4,1.9,3.4, 88745 
2020-09-17,,21.3,23.6,20.1,22.0,10.0,70.3,0.7,5.6,2.1,3.7, 110088 
2020-09-18,,21.5,25.8,18.1,22.0,8.0,62.0,9.8,79.7,2.8,6.0, 118363 
2020-09-19,0.3,21.2,26.2,17.6,21.0,9.0,59.3,9.7,78.9,2.2,5.3, 117633 
2020-09-20,,19.7,24.9,15.6,18.0,10.0,57.6,11.4,93.4,2.0,4.9, 110798 
2020-09-21,,19.1,25.3,13.6,23.0,14.0,56.1,9.6,78.7,1.7,2.9, 108369 
2020-09-22,,20.2,25.6,15.5,19.0,10.0,55.3,10.7,87.7,2.8,4.6, 112619 
2020-09-23,,19.2,23.8,15.2,14.0,4.0,59.9,7.2,59.5,3.3,5.3, 111343 
2020-09-24,,20.6,25.4,16.8,14.0,4.0,59.6,8.0,66.1,3.7,5.7, 111994 
2020-09-25,,20.1,25.4,16.6,16.0,6.0,64.1,3.5,28.9,2.5,4.9, 114720 
2020-09-26,,19.3,24.8,14.8,17.0,6.0,62.5,8.0,66.7,2.4,6.2, 115111 
2020-09-27,,20.4,25.8,14.9,15.0,7.0,63.3,9.8,81.7,2.0,3.9, 109610 
2020-09-28,,20.7,26.5,15.7,25.0,14.0,66.0,10.5,88.2,2.0,3.6, 107714 
2020-09-29,,19.6,23.9,15.3,28.0,17.0,67.6,6.3,52.9,1.9,4.3, 113823 
2020-09-30,38.3,19.6,25.7,16.2,30.0,19.0,78.0,4.9,41.5,1.7,4.1, 71676 
2020-10-01,,18.8,23.6,15.6,15.0,10.0,74.9,2.5,21.2,2.1,4.7, 82099 
2020-10-02,0.0,19.2,21.9,16.3,23.0,15.0,79.6,1.9,16.1,2.3,5.2, 75275 
2020-10-03,0.0,19.9,23.2,18.3,32.0,20.0,72.5,1.8,15.4,1.6,3.6, 97726 
2020-10-04,0.0,16.6,21.8,10.6,23.0,13.0,65.1,4.3,36.8,2.8,7.2, 86091 
2020-10-05,,13.3,18.4,8.5,21.0,9.0,57.3,10.5,90.5,2.5,5.1, 93156 
2020-10-06,,14.2,19.7,9.3,20.0,10.0,55.9,10.8,93.1,2.0,4.1, 100369 
2020-10-07,,16.0,22.0,9.9,25.0,12.0,48.9,8.9,76.7,1.9,3.4, 103348 
2020-10-08,,17.2,23.1,12.1,18.0,9.0,53.0,10.8,93.9,3.1,5.4, 105509 
2020-10-09,,17.2,23.3,12.4,18.0,9.0,53.4,10.6,92.2,3.0,5.2, 104087 
2020-10-10,,16.9,21.5,12.3,21.0,10.0,60.1,7.6,66.7,2.0,3.8, 104678 
2020-10-11,,16.9,20.8,12.7,22.0,13.0,68.5,4.9,43.0,1.8,4.1, 95405 
2020-10-12,,16.2,21.3,12.1,40.0,21.0,68.6,7.5,65.8,2.2,4.6, 97721 
2020-10-13,,13.6,18.4,8.6,28.0,12.0,52.3,7.1,62.8,2.2,4.7, 97160 
2020-10-14,,12.8,18.0,8.5,39.0,15.0,47.0,5.8,51.3,2.4,5.8, 92998 
2020-10-15,,11.7,18.5,6.5,35.0,12.0,41.8,7.2,63.7,1.5,3.7, 92555 
2020-10-16,,11.8,15.4,8.6,41.0,22.0,64.3,0.0,0.0,1.5,2.5, 92609 
2020-10-17,,13.1,18.6,8.7,35.0,20.0,64.3,10.1,90.2,1.8,4.3, 94840 
2020-10-18,,13.6,20.2,7.2,29.0,16.0,65.5,9.7,87.4,2.0,3.9, 89401 
2020-10-19,,15.1,21.3,9.8,60.0,32.0,74.4,9.8,88.3,1.7,3.4, 95110 
2020-10-20,,15.2,21.7,9.9,67.0,39.0,67.1,10.0,90.1,1.6,3.1, 98577 
2020-10-21,,14.1,17.3,11.8,44.0,25.0,69.4,0.1,0.9,1.9,3.8, 96566 
2020-10-22,0.0,13.5,18.2,8.4,82.0,36.0,66.0,5.4,49.1,2.8,5.7, 92100 
2020-10-23,,8.6,13.3,5.4,29.0,11.0,51.5,9.9,90.8,3.0,5.5, 84672 
2020-10-24,,8.7,14.0,3.2,28.0,12.0,47.6,9.9,90.8,2.5,5.9, 77452 
2020-10-25,,11.8,18.2,5.4,28.0,15.0,62.5,8.8,80.7,1.7,3.8, 80497 
2020-10-26,,12.9,19.0,8.0,53.0,28.0,71.6,9.2,85.2,1.6,4.4, 92374 
2020-10-27,,14.0,19.4,9.0,79.0,46.0,74.1,8.3,76.9,1.8,3.4, 95411 
2020-10-28,,13.8,18.2,8.6,46.0,22.0,52.1,9.2,85.2,2.5,4.8, 95033 
2020-10-29,,10.8,16.1,5.5,39.0,15.0,40.3,9.0,84.1,2.0,4.5, 92267 
2020-10-30,,11.9,19.6,5.8,47.0,21.0,42.9,9.7,90.7,1.5,3.2, 97088 
2020-10-31,,13.6,18.2,8.5,29.0,15.0,60.3,5.8,54.2,2.6,5.0, 89444 
2020-11-01,13.6,13.7,15.0,11.6,41.0,23.0,84.3,0.0,0.0,2.3,4.5, 32925 
2020-11-02,1.7,10.8,15.6,7.9,50.0,17.0,58.3,9.6,90.6,2.3,4.9, 86705 
2020-11-03,0.5,5.1,8.6,2.7,24.0,9.0,47.5,9.2,86.8,3.5,8.4, 69439 
2020-11-04,,4.9,10.8,0.2,34.0,13.0,43.9,9.6,91.4,2.3,4.2, 74159 
2020-11-05,,9.6,15.9,3.4,41.0,17.0,61.5,8.4,80.0,1.8,3.0, 85090 
2020-11-06,,13.5,17.2,9.9,47.0,25.0,63.3,0.3,2.9,1.7,3.3, 91815 
2020-11-07,0.1,14.6,18.1,12.2,89.0,38.0,68.8,7.0,67.3,2.7,4.9, 84151 
2020-11-08,,8.5,12.4,3.1,67.0,16.0,43.8,9.5,91.3,3.1,6.2, 62244 
2020-11-09,,5.5,8.9,0.7,28.0,9.0,40.9,6.0,58.3,1.8,4.0, 73482 
2020-11-10,,7.7,12.9,3.5,28.0,11.0,56.1,9.6,93.2,2.2,5.0, 81965 
2020-11-11,,9.3,16.5,3.5,43.0,22.0,53.5,9.6,93.2,1.6,2.6, 86595 
2020-11-12,,10.4,17.7,4.6,66.0,40.0,56.9,9.4,91.3,1.7,3.4, 88193 
2020-11-13,,12.2,17.6,8.5,73.0,44.0,71.5,5.5,53.9,1.6,3.0, 90754 
2020-11-14,,12.5,19.3,6.8,67.0,42.0,66.9,8.0,78.4,1.7,4.0, 81553 
2020-11-15,,11.1,14.9,8.2,72.0,48.0,75.0,6.8,66.7,1.7,3.7, 69098 
2020-11-16,,12.4,18.3,7.5,70.0,44.0,70.1,8.4,83.2,1.6,4.1, 87583 
2020-11-17,0.1,15.9,20.0,11.7,62.0,40.0,67.5,1.3,12.9,2.3,4.5, 81258 
2020-11-18,12.2,16.6,18.7,14.8,45.0,29.0,91.4,0.0,0.0,2.6,3.6, 44452 
